frozen vegetables,frozen dessert,semi-finished bread,margarine
other vegetables,soju,,
root vegetables,herbs,other vegetables,milk
fish,frozen meals,domestic eggs,beer
UHT-milk,soju,,
berries,oil,kimchi,cake bar
condensed milk,,,
salt,margarine,soju,
soju,bakery product,,
pip fruit,root vegetables,frozen vegetables,frozen potato products
sausage,,,
sausage,frozen potato products,,
frozen meals,soda,specialty chocolate,
berries,brown bread,,
liquor,napkins,,
yogurt,beverages,soda,Samgyeopsal
yogurt,,,
citrus fruit,tropical fruit,pip fruit,condensed milk
brown bread,seasonal products,,
ham,onions,whipped/sour cream,hard cheese
domestic eggs,waffles,napkins,
tropical fruit,yogurt,UHT-milk,cream cheese
rolls/buns,white bread,,
pip fruit,kimchi,,
tropical fruit,yogurt,salt,specialty vegetables
photo/film,,,
beer,prosecco,,
milk,fruit/vegetable juice,chewing gum,Samgyeopsal
chicken,tropical fruit,domestic eggs,white wine
soju,,,
onions,milk,,
other vegetables,dessert,white bread,dog food
frankfurter,tropical fruit,other vegetables,milk
other vegetables,milk,,
white wine,,,
other vegetables,cream cheese,,
soju,,,
tropical fruit,other vegetables,milk,mayonnaise
fruit/vegetable juice,bakery product,newspapers,
berries,rolls/buns,pastry,fruit/vegetable juice
other vegetables,brown bread,pastry,kimchi
other vegetables,,,
Samgyeopsal,yogurt,cream cheese,brown bread
other vegetables,milk,dessert,chewing gum
ham,light bulbs,,
chocolate,specialty chocolate,,
frankfurter,milk,white bread,brown bread
processed cheese,white bread,sugar,cat food
rolls/buns,,,
chewing gum,,,
root vegetables,herbs,,
tropical fruit,dessert,yogurt,soda
detergent,,,
tropical fruit,pip fruit,processed cheese,rolls/buns
sausage,yogurt,cat food,
soda,liquor,,
semi-finished bread,,,
frankfurter,other vegetables,rolls/buns,white bread
sausage,frozen meals,Samgyeopsal,
citrus fruit,tropical fruit,pip fruit,chewing gum
milk,yogurt,pastry,sweet spreads
misc. beverages,soju,,
tropical fruit,milk,newspapers,Samgyeopsal
beef,other vegetables,beer,red/blush wine
other vegetables,,,
frankfurter,tropical fruit,pip fruit,dessert
sausage,pip fruit,curd,soda
milk,yogurt,spread cheese,kimchi
sausage,ham,pip fruit,onions
frankfurter,yogurt,UHT-milk,frozen vegetables
beer,,,
cereals,,,
chocolate marshmallow,,,
other vegetables,semi-finished bread,,
Samgyeopsal,other vegetables,salty snack,
cocoa drinks,,,
sausage,tropical fruit,butter,frozen meals
milk,brown bread,,
coffee,instant coffee,,
tropical fruit,milk,domestic eggs,red/blush wine
sausage,UHT-milk,brown bread,oil
rolls/buns,pastry,,
ice cream,semi-finished bread,,
liver loaf,milk,rolls/buns,soda
frankfurter,Samgyeopsal,tropical fruit,other vegetables
chewing gum,seasonal products,,
soda,salty snack,cake bar,candy
butter,dessert,yogurt,rolls/buns
chicken,tropical fruit,pip fruit,other vegetables
sausage,rolls/buns,kimchi,soda
soda,,,
cat food,,,
pip fruit,butter milk,UHT-milk,ice cream
soft cheese,ice cream,,
milk,white bread,newspapers,
soda,,,
chicken,,,
other vegetables,curd,pastry,pasta
pastry,instant coffee,,
ice cream,beer,prosecco,dishes
sausage,,,
citrus fruit,yogurt,whipped/sour cream,Samgyeopsal
chocolate,,,
beverages,,,
kimchi,,,
sausage,other vegetables,dessert,
whipped/sour cream,,,
root vegetables,other vegetables,milk,rolls/buns
ice cream,soda,,
Samgyeopsal,pip fruit,milk,curd
frankfurter,ham,tropical fruit,pip fruit
tropical fruit,dessert,yogurt,sliced cheese
chicken,root vegetables,other vegetables,milk
root vegetables,other vegetables,white bread,baking powder
other vegetables,fruit/vegetable juice,salty snack,napkins
coffee,tea,,
soda,,,
chicken,pork,margarine,specialty fat
ice cream,,,
Samgyeopsal,cream cheese,brown bread,
pork,rolls/buns,,
ice cream,,,
other vegetables,coffee,soda,dental care
beer,,,
misc. beverages,dishes,,
beef,tropical fruit,milk,margarine
milk,Samgyeopsal,fruit/vegetable juice,
chicken,yogurt,whipped/sour cream,
dessert,specialty chocolate,,
pastry,margarine,coffee,
sausage,milk,yogurt,
onions,frozen meals,,
tropical fruit,other vegetables,UHT-milk,domestic eggs
flower soil/fertilizer,,,
ice cream,,,
soda,,,
pastry,soda,,
pip fruit,root vegetables,milk,butter
Samgyeopsal,other vegetables,milk,hard cheese
milk,hard cheese,rolls/buns,kimchi
zwieback,,,
liquor,,,
pip fruit,milk,,
soju,,,
Instant food products,soda,,
pork,yogurt,,
butter milk,,,
oil,,,
Samgyeopsal,pork,butter,brown bread
tropical fruit,pip fruit,milk,cream cheese
soda,soju,,
soda,,,
Samgyeopsal,milk,yogurt,
frankfurter,tropical fruit,other vegetables,dessert
whipped/sour cream,frozen vegetables,,
tropical fruit,root vegetables,other vegetables,milk
sausage,newspapers,,
tropical fruit,whipped/sour cream,hygiene articles,
pork,processed cheese,soju,
beer,flower (seeds),,
milk,cat food,pet care,coffee
frozen vegetables,,,
milk,processed cheese,soda,cake bar
sausage,tropical fruit,root vegetables,other vegetables
pork,other vegetables,milk,frozen vegetables
beef,milk,curd,white bread
sausage,chicken,Samgyeopsal,other vegetables
tropical fruit,pip fruit,UHT-milk,cream cheese
milk,yogurt,domestic eggs,rolls/buns
kimchi,waffles,chocolate,
beef,specialty chocolate,,
brown bread,,,
beer,,,
sausage,tropical fruit,yogurt,frozen meals
pip fruit,other vegetables,milk,butter
frankfurter,rolls/buns,,
UHT-milk,mustard,,
milk,brown bread,,
butter milk,brown bread,,
milk,,,
herbs,milk,curd,cat food
tropical fruit,root vegetables,other vegetables,milk
chicken,rolls/buns,kimchi,
curd,cream cheese,frozen fruits,margarine
pork,beef,other vegetables,milk
Samgyeopsal,,,
Samgyeopsal,onions,ice cream,misc. beverages
root vegetables,onions,dessert,mayonnaise
butter,spread cheese,ice cream,rolls/buns
UHT-milk,sugar,coffee,soju
milk,cat food,,
sausage,Samgyeopsal,chicken,beef
soju,specialty bar,,
milk,rolls/buns,soju,chewing gum
oil,,,
sausage,Samgyeopsal,berries,onions
frankfurter,mayonnaise,margarine,mustard
sliced cheese,rolls/buns,,
sausage,Samgyeopsal,milk,curd
chicken,pip fruit,milk,dessert
butter milk,yogurt,,
pip fruit,yogurt,cream cheese,Samgyeopsal
sausage,berries,sliced cheese,cream cheese
butter,yogurt,,
pork,other vegetables,,
cat food,,,
Samgyeopsal,berries,other vegetables,UHT-milk
tropical fruit,milk,newspapers,
milk,yogurt,beverages,rolls/buns
softener,newspapers,,
rolls/buns,pastry,semi-finished bread,
tropical fruit,milk,,
dessert,soft cheese,brown bread,pastry
newspapers,,,
Samgyeopsal,herbs,UHT-milk,domestic eggs
chicken,,,
other vegetables,milk,specialty cheese,
fruit/vegetable juice,,,
chocolate,specialty bar,candy,napkins
margarine,misc. beverages,,
cling film/bags,,,
chicken,butter,frozen vegetables,soda
salt,salty snack,,
newspapers,,,
root vegetables,,,
pip fruit,misc. beverages,chewing gum,specialty chocolate
sausage,spread cheese,domestic eggs,soda
other vegetables,milk,salty snack,
tropical fruit,pip fruit,root vegetables,onions
newspapers,,,
frankfurter,processed cheese,soda,
fruit/vegetable juice,,,
ham,milk,hard cheese,margarine
sausage,pork,beef,tropical fruit
frankfurter,beef,milk,
fish,UHT-milk,cream cheese,ice cream
chewing gum,specialty bar,,
citrus fruit,rolls/buns,soda,chewing gum
soju,,,
soju,,,
soju,,,
UHT-milk,soda,detergent,
citrus fruit,pip fruit,other vegetables,milk
milk,beer,liquor,hygiene articles
citrus fruit,,,
soju,,,
dessert,,,
ham,milk,dessert,rolls/buns
Samgyeopsal,rolls/buns,misc. beverages,
pip fruit,rolls/buns,snack products,
UHT-milk,domestic eggs,rolls/buns,fruit/vegetable juice
soju,,,
other vegetables,milk,butter milk,margarine
milk,butter milk,cream cheese,coffee
sausage,pip fruit,root vegetables,milk
soju,,,
yogurt,rolls/buns,,
root vegetables,UHT-milk,domestic eggs,pasta
beer,,,
soju,Samgyeopsal,,
pork,tropical fruit,pip fruit,other vegetables
soju,,,
pip fruit,soda,,
Samgyeopsal,pork,soft cheese,oil
pork,pip fruit,frozen vegetables,brown bread
other vegetables,milk,mayonnaise,frozen potato products
milk,domestic eggs,,
sausage,kimchi,,
misc. beverages,,,
kimchi,newspapers,,
beef,pip fruit,milk,butter
tropical fruit,kimchi,white wine,newspapers
rolls/buns,brown bread,soda,misc. beverages
soju,,,
sausage,other vegetables,yogurt,rolls/buns
sliced cheese,domestic eggs,rolls/buns,kimchi
pork,other vegetables,milk,cream cheese
soda,,,
rolls/buns,,,
soda,beer,,
chocolate,,,
ham,turkey,frozen vegetables,pastry
other vegetables,milk,margarine,jam
soju,,,
soju,,,
soju,,,
tropical fruit,pip fruit,root vegetables,other vegetables
tropical fruit,milk,beverages,soda
soju,waffles,,
soju,specialty bar,,
kimchi,soda,,
frankfurter,Samgyeopsal,grapes,other vegetables
tropical fruit,root vegetables,onions,other vegetables
liver loaf,other vegetables,butter,yogurt
Samgyeopsal,,,
tropical fruit,other vegetables,cream cheese,baking powder
frankfurter,sausage,organic sausage,white bread
citrus fruit,curd,yogurt,newspapers
milk,curd,oil,margarine
tropical fruit,berries,root vegetables,butter
beef,root vegetables,soda,fruit/vegetable juice
fruit/vegetable juice,potted plants,,
frankfurter,sausage,tropical fruit,root vegetables
beef,citrus fruit,root vegetables,milk
beef,milk,pastry,flour
soju,,,
soju,,,
rolls/buns,,,
other vegetables,cream cheese,,
sausage,milk,spread cheese,mayonnaise
rolls/buns,,,
yogurt,frozen dessert,rolls/buns,pastry
pork,milk,pastry,sugar
tropical fruit,root vegetables,milk,yogurt
rolls/buns,margarine,kimchi,rum
Samgyeopsal,milk,misc. beverages,red/blush wine
pip fruit,pastry,,
milk,kimchi,beer,newspapers
pastry,,,
milk,sugar,cat food,
sausage,root vegetables,milk,whipped/sour cream
soju,,,
beef,rolls/buns,,
soju,,,
frankfurter,beef,other vegetables,cream cheese
pastry,coffee,chewing gum,
sausage,pork,hard cheese,rolls/buns
tropical fruit,kimchi,,
milk,,,
sausage,pork,white wine,
root vegetables,other vegetables,cream cheese,chocolate
frozen meals,,,
other vegetables,kimchi,soju,chewing gum
chicken,Samgyeopsal,herbs,dessert
kimchi,soju,,
milk,yogurt,,
milk,rolls/buns,kimchi,
frankfurter,pork,brown bread,potato products
beef,Samgyeopsal,pip fruit,berries
sausage,berries,rolls/buns,chewing gum
sausage,ham,tropical fruit,milk
candy,,,
sausage,other vegetables,dessert,yogurt
citrus fruit,dessert,yogurt,UHT-milk
sausage,ham,sliced cheese,frozen fish
other vegetables,milk,yogurt,ice cream
sausage,milk,rolls/buns,
other vegetables,milk,rolls/buns,skin care
soju,,,
detergent,photo/film,,
citrus fruit,tropical fruit,pip fruit,root vegetables
beef,root vegetables,herbs,other vegetables
other vegetables,packaged fruit/vegetables,brown bread,pastry
beer,,,
other vegetables,milk,,
fruit/vegetable juice,waffles,,
misc. beverages,,,
tropical fruit,berries,milk,butter
pip fruit,pastry,margarine,
sausage,chicken,other vegetables,milk
root vegetables,milk,hard cheese,sauces
zwieback,cat food,dish cleaner,
chicken,beef,tropical fruit,other vegetables
tropical fruit,yogurt,UHT-milk,kimchi
tropical fruit,butter milk,beverages,kimchi
root vegetables,rolls/buns,,
soju,,,
beef,pip fruit,root vegetables,milk
Samgyeopsal,root vegetables,milk,yogurt
other vegetables,ice cream,brown bread,soda
liquor,,,
pip fruit,root vegetables,frozen vegetables,rolls/buns
newspapers,,,
turkey,tropical fruit,root vegetables,other vegetables
rolls/buns,margarine,kimchi,beer
sausage,soda,,
beef,margarine,beer,flower (seeds)
milk,yogurt,brown bread,chocolate
milk,rolls/buns,baking powder,chocolate
pip fruit,milk,frozen vegetables,kimchi
Samgyeopsal,milk,rolls/buns,
Samgyeopsal,milk,tidbits,frozen fish
photo/film,,,
other vegetables,,,
root vegetables,white bread,brown bread,
other vegetables,white bread,pickled vegetables,soda
citrus fruit,pip fruit,other vegetables,milk
beef,,,
frankfurter,milk,yogurt,frozen vegetables
ham,beef,tropical fruit,cat food
soda,beer,specialty bar,
beer,newspapers,,
soda,beer,,
turkey,pork,beef,herbs
pork,,,
citrus fruit,tropical fruit,pip fruit,other vegetables
grapes,other vegetables,milk,sugar
other vegetables,milk,butter,domestic eggs
root vegetables,other vegetables,milk,yogurt
tropical fruit,,,
rolls/buns,,,
citrus fruit,other vegetables,,
yogurt,beverages,domestic eggs,rolls/buns
chicken,beef,other vegetables,
tropical fruit,whipped/sour cream,kimchi,soda
tropical fruit,milk,sauces,sweet spreads
other vegetables,hard cheese,newspapers,
margarine,misc. beverages,beer,
pork,milk,butter,domestic eggs
frankfurter,Samgyeopsal,UHT-milk,mayonnaise
ham,chicken,root vegetables,onions
cream cheese,coffee,chocolate,candy
kimchi,,,
soju,,,
frozen potato products,rolls/buns,brown bread,
pip fruit,,,
citrus fruit,root vegetables,other vegetables,coffee
frankfurter,chicken,pork,tropical fruit
other vegetables,milk,margarine,
chicken,tropical fruit,root vegetables,other vegetables
pip fruit,other vegetables,fruit/vegetable juice,
frankfurter,citrus fruit,other vegetables,butter milk
frozen meals,ice cream,frozen potato products,
root vegetables,onions,milk,curd
beef,,,
sausage,fish,curd,processed cheese
milk,frozen fish,rolls/buns,pickled vegetables
beef,root vegetables,other vegetables,milk
pork,domestic eggs,soda,
artif. sweetener,,,
frankfurter,ham,tropical fruit,yogurt
rolls/buns,soju,soju,
soju,newspapers,,
mayonnaise,rolls/buns,soda,specialty chocolate
rolls/buns,fruit/vegetable juice,,
sausage,sliced cheese,soju,
hard cheese,candles,,
frankfurter,milk,white bread,margarine
frankfurter,Samgyeopsal,milk,whipped/sour cream
kimchi,newspapers,,
sausage,pip fruit,milk,white bread
milk,,,
citrus fruit,domestic eggs,jam,
pork,,,
condensed milk,margarine,fruit/vegetable juice,soju
sausage,finished products,pork,tropical fruit
brown bread,soju,,
milk,butter,coffee,kimchi
frankfurter,sausage,rolls/buns,brown bread
domestic eggs,specialty chocolate,,
sausage,root vegetables,beverages,rolls/buns
other vegetables,milk,yogurt,rolls/buns
pork,semi-finished bread,soda,
other vegetables,milk,curd,whipped/sour cream
frankfurter,citrus fruit,rolls/buns,soda
beef,root vegetables,frozen vegetables,brown bread
pork,salad dressing,oil,sauces
white bread,misc. beverages,bakery product,
dessert,,,
pip fruit,root vegetables,UHT-milk,condensed milk
sausage,tropical fruit,milk,whipped/sour cream
frankfurter,rolls/buns,kimchi,
chicken,grapes,root vegetables,milk
chicken,pip fruit,other vegetables,butter
other vegetables,,,
house keeping products,,,
pork,milk,kimchi,soda
bathroom cleaner,,,
beverages,newspapers,,
butter,brown bread,seasonal products,
sausage,tropical fruit,pip fruit,milk
soju,Samgyeopsal,,
salt,cling film/bags,,
beef,root vegetables,milk,margarine
Samgyeopsal,,,
curd,semi-finished bread,baking powder,
fruit/vegetable juice,chewing gum,,
sausage,whipped/sour cream,kimchi,potted plants
sausage,yogurt,,
sausage,pip fruit,root vegetables,onions
grapes,milk,butter,rolls/buns
frankfurter,milk,cream cheese,specialty chocolate
berries,other vegetables,yogurt,whipped/sour cream
citrus fruit,root vegetables,other vegetables,
soju,,,
soju,,,
tropical fruit,curd,,
milk,brown bread,dog food,chocolate
milk,rolls/buns,soda,soju
other vegetables,beer,house keeping products,
citrus fruit,root vegetables,other vegetables,milk
pork,beef,root vegetables,other vegetables
beef,other vegetables,whipped/sour cream,newspapers
Samgyeopsal,pip fruit,other vegetables,brown bread
soju,,,
milk,butter,rolls/buns,
curd cheese,kimchi,white wine,
citrus fruit,tropical fruit,onions,UHT-milk
cooking chocolate,,,
milk,kimchi,,
sugar,,,
chicken,frozen vegetables,frozen meals,frozen dessert
citrus fruit,tropical fruit,other vegetables,milk
sausage,chicken,herbs,other vegetables
milk,rolls/buns,,
milk,,,
rolls/buns,,,
pork,root vegetables,milk,domestic eggs
root vegetables,onions,milk,whipped/sour cream
citrus fruit,root vegetables,other vegetables,milk
citrus fruit,tropical fruit,milk,yogurt
milk,butter milk,,
pork,beef,other vegetables,whipped/sour cream
citrus fruit,other vegetables,kimchi,fruit/vegetable juice
frankfurter,pip fruit,root vegetables,other vegetables
citrus fruit,other vegetables,yogurt,
sausage,Samgyeopsal,pork,beef
chicken,curd,butter milk,UHT-milk
other vegetables,milk,yogurt,rolls/buns
onions,other vegetables,rolls/buns,coffee
Samgyeopsal,dessert,soda,fruit/vegetable juice
frankfurter,curd,rolls/buns,brown bread
soju,,,
kimchi,soju,white wine,
soda,,,
turkey,other vegetables,butter,rolls/buns
rolls/buns,fruit/vegetable juice,,
frozen vegetables,rolls/buns,,
other vegetables,curd,margarine,
pork,Samgyeopsal,tropical fruit,pip fruit
soda,,,
turkey,root vegetables,other vegetables,milk
sausage,rolls/buns,pastry,kimchi
milk,whipped/sour cream,domestic eggs,white bread
newspapers,,,
coffee,,,
Samgyeopsal,root vegetables,other vegetables,milk
turkey,pip fruit,other vegetables,milk
sausage,tropical fruit,other vegetables,beverages
milk,butter milk,salt,sugar
sausage,pork,Samgyeopsal,citrus fruit
other vegetables,milk,kimchi,
Samgyeopsal,,,
pork,milk,curd cheese,frozen vegetables
pork,soda,,
beef,Samgyeopsal,other vegetables,sliced cheese
sausage,chicken,tropical fruit,berries
milk,beer,,
soda,,,
soju,,,
beef,berries,root vegetables,onions
frankfurter,finished products,chicken,other vegetables
other vegetables,,,
other vegetables,milk,curd,yogurt
root vegetables,milk,domestic eggs,female sanitary products
pip fruit,soda,beer,soju
sausage,pork,tropical fruit,root vegetables
other vegetables,butter,soda,beer
pork,,,
Samgyeopsal,milk,sliced cheese,brown bread
pork,other vegetables,milk,butter
dessert,rolls/buns,napkins,newspapers
other vegetables,cream cheese,margarine,sojus
condensed milk,rolls/buns,brown bread,coffee
ice cream,brown bread,,
chicken,milk,frozen meals,domestic eggs
root vegetables,milk,condensed milk,frozen vegetables
frankfurter,chicken,beef,citrus fruit
Samgyeopsal,,,
UHT-milk,ice cream,kimchi,soda
frankfurter,sausage,chicken,citrus fruit
pastry,soda,,
other vegetables,rolls/buns,beer,
onions,other vegetables,soda,fruit/vegetable juice
pastry,soju,male cosmetics,newspapers
citrus fruit,root vegetables,milk,yogurt
Samgyeopsal,,,
chicken,citrus fruit,root vegetables,other vegetables
milk,white bread,flour,sugar
chicken,milk,semi-finished bread,jam
Samgyeopsal,,,
citrus fruit,root vegetables,margarine,misc. beverages
citrus fruit,root vegetables,herbs,other vegetables
chicken,yogurt,whipped/sour cream,frozen dessert
beer,,,
specialty chocolate,,,
other vegetables,milk,yogurt,
pork,root vegetables,milk,UHT-milk
milk,,,
beef,tropical fruit,pip fruit,root vegetables
sausage,Samgyeopsal,tropical fruit,rolls/buns
root vegetables,herbs,other vegetables,milk
chicken,pip fruit,milk,rolls/buns
turkey,beef,other vegetables,whipped/sour cream
soda,,,
root vegetables,herbs,milk,butter
sausage,milk,semi-finished bread,flour
pastry,soda,soju,white wine
sausage,citrus fruit,pip fruit,milk
yogurt,rolls/buns,,
pip fruit,root vegetables,other vegetables,milk
sausage,milk,yogurt,hard cheese
ham,chicken,citrus fruit,other vegetables
Samgyeopsal,milk,dessert,soft cheese
other vegetables,butter,fruit/vegetable juice,salty snack
Samgyeopsal,chicken,citrus fruit,other vegetables
rolls/buns,,,
chicken,Samgyeopsal,grapes,other vegetables
sausage,root vegetables,milk,yogurt
soju,,,
yogurt,,,
chicken,Samgyeopsal,other vegetables,frozen vegetables
Samgyeopsal,Samgyeopsal,,
milk,curd,pastry,
frankfurter,pip fruit,milk,soda
newspapers,,,
milk,mayonnaise,soda,newspapers
rolls/buns,soju,,
other vegetables,milk,yogurt,whipped/sour cream
sausage,butter,,
sausage,tropical fruit,root vegetables,other vegetables
soju,,,
tropical fruit,berries,root vegetables,other vegetables
condensed milk,soda,,
margarine,bakery product,candles,
milk,pet care,,
yogurt,kimchi,soju,napkins
processed cheese,rolls/buns,soda,flower (seeds)
grapes,rolls/buns,pastry,beer
soju,,,
soda,,,
milk,rolls/buns,newspapers,
sausage,other vegetables,milk,yogurt
pork,beverages,white bread,
pork,pip fruit,root vegetables,curd
turkey,beef,semi-finished bread,
other vegetables,napkins,,
whipped/sour cream,,,
hard cheese,salt,sojus,
pork,Samgyeopsal,other vegetables,milk
citrus fruit,berries,curd,yogurt
sausage,potted plants,,
citrus fruit,other vegetables,frozen meals,domestic eggs
other vegetables,curd cheese,,
Instant food products,bakery product,specialty chocolate,cling film/bags
sausage,root vegetables,ice cream,white bread
frankfurter,pip fruit,hard cheese,kimchi
chicken,flower (seeds),,
other vegetables,newspapers,,
chicken,turkey,citrus fruit,tropical fruit
chicken,other vegetables,dessert,soda
ham,tropical fruit,butter,cream cheese
pip fruit,milk,yogurt,specialty cheese
sausage,chicken,pork,root vegetables
ham,beef,other vegetables,yogurt
other vegetables,,,
sausage,citrus fruit,other vegetables,
tropical fruit,other vegetables,milk,dessert
ham,tropical fruit,newspapers,
tropical fruit,rolls/buns,chocolate,chocolate marshmallow
soju,,,
sugar,white wine,newspapers,
kimchi,soda,,
milk,yogurt,beer,
pip fruit,other vegetables,butter milk,specialty cheese
rolls/buns,coffee,salty snack,bakery product
milk,whipped/sour cream,domestic eggs,kimchi
Samgyeopsal,berries,other vegetables,
soda,candy,,
whipped/sour cream,bakery product,napkins,potted plants
organic sausage,other vegetables,liquor,red/blush wine
onions,other vegetables,,
sausage,chicken,pork,other vegetables
sausage,beef,citrus fruit,tropical fruit
root vegetables,other vegetables,milk,pastry
root vegetables,other vegetables,butter,rolls/buns
pork,onions,other vegetables,butter
milk,curd,soda,light bulbs
ham,organic sausage,tropical fruit,pip fruit
frankfurter,Samgyeopsal,beef,other vegetables
UHT-milk,kimchi,chewing gum,cling film/bags
frozen vegetables,soda,,
pip fruit,frozen meals,ice cream,fruit/vegetable juice
tropical fruit,root vegetables,domestic eggs,
Samgyeopsal,organic sausage,citrus fruit,milk
other vegetables,white bread,soda,beer
root vegetables,other vegetables,sparkling wine,popcorn
liqueur,,,
soda,,,
margarine,soda,,
frankfurter,beef,pip fruit,root vegetables
sugar,,,
sausage,tropical fruit,butter milk,spread cheese
chicken,root vegetables,other vegetables,whipped/sour cream
domestic eggs,pastry,,
condensed milk,pastry,female sanitary products,Samgyeopsal
soju,Samgyeopsal,,
frankfurter,Samgyeopsal,pork,citrus fruit
pork,tropical fruit,yogurt,sugar
milk,,,
tropical fruit,milk,beverages,rolls/buns
pork,tropical fruit,yogurt,white bread
root vegetables,other vegetables,specialty chocolate,
citrus fruit,soda,misc. beverages,
house keeping products,,,
pip fruit,,,
ham,pip fruit,yogurt,frozen meals
waffles,newspapers,,
beverages,UHT-milk,zwieback,misc. beverages
beverages,,,
citrus fruit,pip fruit,berries,frozen fish
ice cream,white bread,red/blush wine,salty snack
salty snack,chocolate,,
rolls/buns,,,
white bread,brown bread,,
tropical fruit,pip fruit,berries,ice cream
chocolate,,,
milk,frozen vegetables,pastry,cleaner
yogurt,,,
coffee,red/blush wine,,
soda,,,
butter milk,hard cheese,instant coffee,
pork,root vegetables,other vegetables,pastry
condensed milk,tidbits,rolls/buns,coffee
sugar,coffee,,
frankfurter,sausage,onions,other vegetables
sausage,packaged fruit/vegetables,yogurt,rolls/buns
kimchi,,,
sausage,beef,tropical fruit,root vegetables
salty snack,,,
light bulbs,,,
onions,milk,soju,hygiene articles
tropical fruit,milk,yogurt,ice cream
soups,sojus,,
milk,,,
kimchi,soda,female sanitary products,
other vegetables,milk,brown bread,
soda,beer,liquor,
frankfurter,other vegetables,,
domestic eggs,pastry,hygiene articles,
curd cheese,beer,,
butter,hard cheese,white bread,chocolate
milk,cream cheese,roll products,napkins
pastry,,,
tropical fruit,oil,,
misc. beverages,soju,,
other vegetables,,,
root vegetables,beer,chocolate,
ham,tropical fruit,dog food,soda
rolls/buns,,,
pastry,soda,,
fruit/vegetable juice,,,
chewing gum,,,
sausage,root vegetables,packaged fruit/vegetables,yogurt
other vegetables,condensed milk,coffee,detergent
milk,pastry,,
root vegetables,onions,other vegetables,milk
ice cream,,,
soju,,,
tropical fruit,other vegetables,yogurt,chewing gum
citrus fruit,other vegetables,packaged fruit/vegetables,yogurt
specialty chocolate,photo/film,,
candy,,,
margarine,pickled vegetables,coffee,beer
other vegetables,frozen meals,domestic eggs,
tropical fruit,other vegetables,newspapers,
tropical fruit,other vegetables,yogurt,
specialty chocolate,,,
frankfurter,sausage,tropical fruit,milk
misc. beverages,waffles,candy,
tropical fruit,grapes,other vegetables,curd
ham,milk,white bread,beer
other vegetables,soft cheese,frozen meals,brown bread
tropical fruit,root vegetables,other vegetables,curd
soju,,,
beef,,,
Samgyeopsal,milk,coffee,
milk,dessert,beverages,detergent
finished products,beef,citrus fruit,yogurt
other vegetables,yogurt,white bread,
citrus fruit,other vegetables,UHT-milk,rolls/buns
sausage,other vegetables,rolls/buns,fruit/vegetable juice
sausage,yogurt,rolls/buns,
pork,newspapers,,
berries,other vegetables,yogurt,margarine
sausage,pip fruit,processed cheese,frozen meals
berries,pastry,sugar,soda
sausage,liver loaf,ham,pip fruit
pasta,,,
other vegetables,chocolate marshmallow,,
sausage,beef,Samgyeopsal,other vegetables
other vegetables,curd,soups,pudding powder
frankfurter,sausage,pork,pip fruit
sausage,,,
UHT-milk,brown bread,mustard,coffee
milk,butter,,
misc. beverages,napkins,,
liver loaf,dessert,domestic eggs,soda
pet care,kimchi,soda,liquor
milk,whipped/sour cream,cream cheese,soda
chicken,other vegetables,,
dessert,bakery product,,
pork,beef,soda,soju
beef,root vegetables,packaged fruit/vegetables,milk
soda,soap,,
pet care,coffee,beer,
root vegetables,whipped/sour cream,,
tropical fruit,pip fruit,milk,yogurt
chicken,root vegetables,other vegetables,milk
soda,misc. beverages,,
chicken,root vegetables,,
tropical fruit,yogurt,beverages,UHT-milk
beverages,specialty bar,,
onions,,,
milk,beer,rum,
chicken,soda,,
tropical fruit,yogurt,frozen dessert,domestic eggs
citrus fruit,kimchi,dishes,
semi-finished bread,beer,liquor,
tropical fruit,other vegetables,curd,dessert
Samgyeopsal,citrus fruit,tropical fruit,milk
sausage,Samgyeopsal,milk,dessert
tropical fruit,other vegetables,pastry,bakery product
curd,,,
tropical fruit,yogurt,rolls/buns,
tropical fruit,other vegetables,pickled vegetables,
milk,whipped/sour cream,pastry,salty snack
zwieback,,,
cream cheese,spread cheese,,
rolls/buns,specialty bar,,
Samgyeopsal,tropical fruit,other vegetables,candy
brown bread,sauces,pet care,
soda,,,
UHT-milk,brown bread,coffee,Samgyeopsal
frankfurter,organic sausage,milk,chewing gum
Samgyeopsal,chicken,root vegetables,other vegetables
milk,,,
sausage,Samgyeopsal,packaged fruit/vegetables,milk
herbs,other vegetables,sliced cheese,cream cheese
milk,butter milk,,
other vegetables,,,
brown bread,jam,fruit/vegetable juice,
whipped/sour cream,,,
other vegetables,baking powder,napkins,
pork,tropical fruit,milk,rolls/buns
flower soil/fertilizer,,,
milk,kimchi,,
grapes,root vegetables,milk,curd
liver loaf,pork,citrus fruit,other vegetables
rolls/buns,,,
citrus fruit,tropical fruit,onions,milk
sausage,milk,,
pastry,jam,,
beverages,kimchi,bakery product,
beverages,brown bread,pastry,soda
other vegetables,milk,brown bread,cat food
tropical fruit,packaged fruit/vegetables,sliced cheese,
beef,root vegetables,white bread,soda
frozen dessert,margarine,soju,soda
soda,,,
pork,specialty vegetables,kimchi,soda
rolls/buns,kimchi,dental care,Samgyeopsal
domestic eggs,salty snack,popcorn,napkins
milk,jam,soju,waffles
candy,,,
pork,other vegetables,curd,whipped/sour cream
frankfurter,Samgyeopsal,pip fruit,ice cream
ham,UHT-milk,,
salty snack,,,
milk,cake bar,,
soju,,,
newspapers,,,
hard cheese,rolls/buns,sugar,candy
tropical fruit,root vegetables,milk,butter
