뉴스 식별자,일자,언론사,정보원,인용문,키워드
1100101.202,20200416,경향신문,unknownactor,"추경안이 이날 시작된 임시국회를 통과한 이후 지급된다. 여당인 더불어민주당은 이달 중 처리, 다음달 중 지급을 목표로 하고 있다. 당초 대상은 70%지만 여야가 전 국민 100% 지급을 공언한 만큼 지급 대상이 심의 과정에서 늘어날 수 있다. 정부는 지원금 신속지급을 위해 온 오프라인 신청 시스템을 만드는 중이다. 지방자치단체가 활용 중인 지역사랑상품권이나 전자화폐, 신용 체크카드 충전으로 지급된다.
2~3월 소득 감소분을 반영해 산정된 건보료가 지급 기준을 충족할 경우 가능하다. 이를 위해 자영업자는 소득 감소를 증빙할 서류를 제출해야 한다. 소득이 줄어든 프리랜서와 학습지 교사 등 특고노동자도 증빙서류를 내면 지급 대상 해당 여부를 심사받을 수 있다.
자영업자는 매출액 입금 내역이 확인 가능한 사업자 통장 또는 은행계좌의 거래내역 사본, 국세청에서 관리하는 현금영수증 매출내역, 세무사 회계사 등 세무대리인이 확인한 매출 관련 서류 등을 제출하면 된다. 프리랜서와 특고노동자는 신청일 기준으로 3개월 안에 발급된 용역계약서나 소득금액증명원, 노무미제공확인서, 휴업확인서 등을 내면 된다.
원칙적으로는 사업주가 건강보험공단에 신고해야 한다. 신고하지 않았다면 당사자가 급여명세서나 퇴직 휴직증명서 등을 내면 된다.
재산 금융소득 중 한 가지라도 정부 기준을 초과하면 받을 수 없다. 재산 기준은 재산세 과세표준 9억원으로 정해졌다. 종합부동산세 1가구 1주택자 공제기준에 해당하는 금액으로, 주택 공시가로는 15억원, 시세로는 20억~22억원 수준이다. 금융소득 기준은 종합과세가 적용되기 시작하는 연간 합산금액 2000만원으로 설정됐다. 연 1.6% 이자율의 정기예금 상품에 12억5000만원을 넣어뒀을 경우 2000만원가량의 금융소득이 발생한다.
재산세 과세표준은 재산세 납부고지서에서, 금융소득은 국세청 홈페이지(홈택스)에서 확인 가능하다. 금융소득 데이터가 조회되지 않으면 금융소득이 2000만원 이하라는 것이다.
받을 수 없다. 재난지원금은 국내에 거주하는 대한민국 국민에 대한 지원이 원칙이다. 다만 결혼을 위해 이민 온 외국인처럼 내국인과 연관성이 높거나, 영주권을 갖고 있는 경우 지원 대상이다. 가구 구성 판단 기준일인 3월29일 현재 해외에 1개월 이상 장기체류한 내국인은 건보료가 면제돼 지원받을 수 없다. 코로나19 자가격리 수칙 위반자는 본인뿐 아니라 속한 가구 전체가 지원 대상에서 제외된다.
지자체에 따라 다를 수 있어 별도로 확인해야 한다. 정부 재난지원금은 전국에 공통 지급되나, 지자체가 별도로 계획한 재난지원금은 지역 상황과 재정여건 등에 따라 지급 여부와 금액이 조정될 수 있다.",추경안 이날 시작 임시국회 통과 지급 여당 더불어민주당 이달 처리 다음달 지급 대상 여야 국민 지급 공언 지급 대상 심의 정부 지원금 신속 지급 오프라인 신청 지방자치단체 활용 지역 사랑 상품권 전자화폐 신용 체크 카드 충전 지급 3월 소득 감소분 반영 산정 건보료 지급 기준 충족 가능 자영업자 소득 감소 증빙 서류 제출 소득 프리랜서 학습지 교사 특고 노동자 증빙서류 지급 대상 여부 심사 자영업자 매출액 입금 내역 확인 가능 사업자 통장 은행계좌 거래 내역 사본 국세청 관리 현금영수증 매출 내역 세무사 회계사 세무 대리인 확인 매출 서류 제출 프리랜서 특고 노동자 신청일 기준 3개월 발급 용역 계약서 소득 금액 증명원 노무 미제공 확인서 휴업 확인서 원칙적 사업주 건강보험공단 신고 신고 당사자 급여 명세서 퇴직 휴직 증명서 재산 금융 소득 정부 기준 초과 재산 기준 재산세 과세표준 9억 종합부동산세 1가구 1주택자 공제 기준 금액 주택 공시가 15억 시세 20억 22억 수준 금융소득 기준 종합과세 적용 시작 연간 합산 금액 2000만 설정 이자율 정기예금 상품 12억 5000만 2000만 가량 금융소득 발생 재산세 과세표준 재산세 납부 고지서 금융소득 국세청 홈페이지 홈택스 확인 가능 금융소득 데이터 조회 금융소득 2000만 이하 재난지원금 거주 대한민국 국민 지원 원칙 결혼 이민 외국인 내국인 연관성 영주권 지원 대상 가구 구성 판단 기준일 3월 29일 해외 1개월 장기 체류 내국인 건보료 면제 지원 코로나19 자가격리 수칙 위반자 본인 가구 지원 대상 제외 지자체 별도 확인 정부 재난지원금 전국 공통 지급 지자체 별도 계획 재난지원금 지역 상황 재정여건 지급 여부 금액 조정 
1100801.202,20200416,조선일보,강훈식 민주당 수석대변인,긴급재난지원금은 갑론을박할 사안이 아니다. 이미 여야는 총선과정에서 재난지원금을 100％ 지급하기로 의견을 모았다,긴급재난지원금 갑론을박 사안 여야 총선 재난지원금 지급 의견 
1100801.202,20200416,조선일보,강훈식 수석대변인,이 원내대표가 아직 야당 원내대표와 만나자는 이야기를 하지는 않았다,원내대표 야당 원내대표 이야기 
1100901.202,20200416,중앙일보,경기도,경기도 재난기본소득은 지역 화폐처럼 주민등록이 된 주소지의 일반 IC카드로 결제 가능한 연 매출 10억원 이하 업소에선 모두 사용이 가능하다,경기도 재난기본소득 지역 화폐 주민등록 주소지 일반 ic 카드 결제 가능 매출 10억 이하 업소 사용 가능 
1100901.202,20200416,중앙일보,경기도,"올해 1~3월 지역 화폐 업종별 결제현황을 보면 전체 결제액의 32.8%가 음식점에서 사용되고 있는 것으로 확인됐다
지역 화폐는 대부분의 업종에서 사용이 가능하니 슬기로운 소비를 해달라",3월 지역 화폐 업종별 결제 현황 결제액 음식점 사용 확인 지역 화폐 업종 사용 가능 슬기 소비 
1100901.202,20200416,중앙일보,경제학과 초빙교수,"총선에서 압승한 여당은 소득주도 성장 등 재정에 기댄 단기 부양책에 더욱 집중할 가능성이 크다
'코로나 경제 전쟁'은 시작에 불과하기 때문에 중 장기적 시야에서 성장 잠재력을 끌어올릴 산업 노동 구조 개혁 전략을 펴야 할 것",총선 압승 여당 소득 주도 성장 재정 단기 부양책 집중 가능성 코로나 경제 전쟁 시작 장기적 시야 성장 잠재력 산업 노동 구조 개혁 전략 
1101001.202,20200416,한겨레,구윤철 기획재정부 2차관,"현 단계에서 반드시 3차 추경이 필요하다고 판단하긴 어렵다
기금, 금융기관 출연 등 재원별로 대응하고 필요하다면 정부가 나서서 재정에서 지원하는 방안도 충분히 검토할 수 있다",단계 3차 추경 필요 판단 기금 금융기관 출연 재원별 대응 필요 정부 재정 지원 방안 충분히 검토 
1100801.202,20200416,조선일보,금융위 관계자,신속한 지원금 지급이 필요한 상황에서 국가 또는 지방자치단체가 선불카드 방식의 지원금을 효율적으로 지급할 수 있도록 선불카드의 한도를 달리 정할 수 있도록 했다,신속 지원금 지급 필요 상황 국가 지방자치단체 선불카드 방식 지원금 효율적 지급 선불카드 한도 
1100801.202,20200416,조선일보,기획재정부 관계자,소득 상위 30%를 가려내서 재난지원금을 안 주는 것이나 나중에 30%에게 환수를 하는 것이나 어렵기는 마찬가지,소득 상위 재난지원금 나중 환수 
1100801.202,20200416,조선일보,기획재정부 관계자,코로나 사태에 따른 추가적인 지원이 어떤 형태로 이뤄질지 알 수 없기 때문에 3차 추경이 꼭 필요하다고 할 수 없다,코로나 사태 추가적 지원 형태 3차 추경 필요 
1101001.202,20200416,한겨레,기획재정부 홍남기 장관,"긴급재난지원금의 혜택이 하루라도 빨리 국민들께 돌아갈 수 있도록 하기 위해서는 국회와 지자체의 적극적인 협조가 중요하다
서민의 어려움을 덜어드릴 추경안의 조속한 확정을 위해 최대한 빨리 심의 착수해 줄 것으로 간곡히 요청한다
하위 70% 기준은 효율성 형평성 재정여력 등을 종합적으로 고려해 매우 많은 토론 끝에 결정한 사안
국회 심의에 대비하면서 현재 기준이 그대로 유지될 수 있도록 노력하겠다",긴급재난지원금 혜택 하루 국민들 국회 지자체 적극적 협조 중요 서민 어려움 추경안 확정 최대 착수 요청 하위 기준 효율성 형평성 재정 여력 종합적 토론 결정 사안 국회 심의 대비 기준 유지 노력 
1100901.202,20200416,중앙일보,기획재정부 홍남기 장관,"미국 호주 캐나다 등 지원금 지급 국가도 전 가구 국민에 지원하는 사례는 거의 없다
정부가 설정한 70% 기준이 국회에서 유지될 수 있도록 당초 원안 입장을 견지할 것",미국 호주 캐나다 지원금 지급 국가 가구 국민 지원 사례 정부 설정 기준 국회 유지 원안 입장 견지 
1100801.202,20200416,조선일보,기획재정부 홍남기 장관,재난지원금은 국가로부터 받는 보조금이기 때문에 과세 대상 소득이 아니다,재난지원금 국가 보조금 과세 대상 소득 
1100801.202,20200416,조선일보,기획재정부 홍남기 장관,"현재 설정된 소득 하위 70％ 기준이 그대로 유지될 수 있도록 노력하겠다
코로나19 파급영향이 어떠한 양상으로 추가적으로 다가올지 가늠할 수가 없는 정도
우리 경제 피해를 극복하고 경제 회복을 되찾기 위해 앞으로 재정 역할이 크게 있어야 된다는 측면에서 재정 여력을 지니고 있는 것이 필요하다",설정 소득 하위 기준 유지 노력 코로나19 파급영향 양상 추가적 가늠 정도 경제 피해 극복 경제 회복 재정 역할 측면 재정 여력 필요 
1100901.202,20200416,중앙일보,기획재정부 홍남기 장관,예산 구조조정을 통해 국채 발행없이 재원을 충당할 것,예산 구조조정 국채 발행 재원 충당 
1101101.202,20200416,한국일보,기획재정부 홍남기 장관,"이번 위기상황이 종식될 때까지 재정, 세제, 금융 등 정부가 할 수 있는 모든 조치를 총동원할 것
긴급 재난지원금의 혜택이 하루라도 빨리 국민들께 돌아갈 수 있도록 국회와 지자체의 적극적인 협조가 중요하다",위기상황 종식 재정 세제 금융 정부 조치 총동원 긴급재난지원금 혜택 하루 국민들 국회 지자체 적극적 협조 중요 
1100101.202,20200416,경향신문,기획재정부 홍남기 장관,정부는 고용충격에 대비해 추가 대책을 마련하고 있다,정부 고용 충격 대비 추가 대책 마련 
1100801.202,20200416,조선일보,기획재정부 홍남기 장관,"코로나19의 경제 파급 효과가 얼마나 될지 가늠할 수 없는 상황
이에 대비해 재정 여력을 지니고 있는 것이 필요하다
세계 주요국 중 전국민에 지급하는 나라는 없다
현재 설정된 소득 하위 70%라는 지급 기준이 유지되도록 노력하겠다. 국회에 추경안을 간곡히 설명하겠다. 코로나19의 경제 파급 효과가 추가적으로 얼마나 다가올지 가늠할 수 없는 상황이다. 우리 경제 피해를 극복하려면 재정의 역할이 앞으로도 필요할 것이므로, 재정 여력을 지니고 있어야 한다. 가장 적극적으로 현금 지원을 하는 미국도 전 가구에 지급하진 않는다. 미국은 지원금을 개인 소득 7만5000불 이하에 지급하고, 7만5000불 초과에서 9만9000불 이하까지는 일부 축소해 지원하고, 9만9000불을 초과하는 고소득 계층은 지급 대상에서 제외한다. 호주, 캐나다 등도 전 가구에 대해서, 전 국민에 대해서 지원하는 사례는 거의 없다.
정부가 면밀히 검토해 사업 취지가 훼손되지 않는 수준에서 감액해 조정했다. 일정에 차질을 빚어 계획대로 집행이 어려운 분야를 중심으로 선정했다. 당초 의도한 사업목적을 훼손하지는 않을 것으로 생각한다. 감액조정된 사업은 지연 사유가 해소되는 대로 정상집행되도록 지연될 것이다. 내년 예산 편성 과정에서 재정 당국이 우선 반영할 계획이다.
컷오프 절감 재원은 추가적으로 지급 대상이 되는 가구에 조기 지급할 예정이다. 건강보험 전산망에서 지역가입자의 경우 소득 기준이 2018년인 사람들이 대부분이다. 이 기준을 최근 상황으로 업데이트해서 일부 가구를 구제할 것이고, 이렇게 조정되는 가구들에 컷오프로 마련된 재원을 지급한다.
공적 자료를 종합해 모의 산정하면 컷오프 대상은 12만5000가구로 산정된다. 다만 최종적으로 얼마나 변경되는지는 구체적인 실제 사례를 적용하는 절차가 남아있으므로 확정적으로 말하기는 어렵다.
만약 기금에서 지원할 수 있다면 기금으로 지원하고, 금융이 출자 지원할 수 있다면 출연할 것이다. 반드시 3차 추경이 필요하다고 판단하기는 아직 어렵다. 대책을 마련하면서 재원 별로 대응하고, 필요하면 또 다시 재정 지원 방안도 검토할 수 있다.
법적으로 가능하다. 당초에는 원화 수요가 있을 것으로 봐서 외평기금에 12조원을 반영했는데, 최근 환율이 올라가면서 수요가 줄었다. 그래서 공자기금에서 2조8000억원 만큼 일반회계에서 가져다 쓸 수 있는 여유가 생겼다. 과거에도 공자기금은 모든 기금에 부족한 재원을 대주는 저수지 같은 것이었다. 공자기금은 원래 그런 목적을 위해서 설치된 기금이다.",코로나19 경제 파급 효과 가늠 상황 대비 재정 여력 필요 세계 주요국 국민 지급 나라 설정 소득 하위 지급 기준 유지 노력 국회 추경안 설명 코로나19 경제 파급 효과 추가적 가늠 상황 경제 피해 극복 재정의 역할 필요 재정 여력 적극적 현금 지원 미국 가구 지급 미국 지원금 개인 소득 7만 5000불 이하 지급 7만 5000불 초과 9만 9000불 이하 축소 지원 9만 9000불 초과 고소득 계층 지급 대상 제외 호주 캐나다 가구 국민 지원 사례 정부 검토 사업 취지 훼손 수준 감액 조정 일정 차질 계획 집행 분야 중심 선정 의도 사업목적 훼손 생각 감액 조정 사업 지연 사유 해소 정상 집행 지연 내년 예산 편성 재정 당국 반영 계획 컷오프 절감 재원 추가적 지급 대상 가구 조기 지급 예정 건강보험 전산망 지역 가입자 소득 기준 2018년 사람들 기준 상황 업데이트 가구 구제 조정 가구들 컷오프 마련 재원 지급 자료 종합 산정 컷오프 대상 12만 5000가구 산정 최종적 변경 구체적 실제 사례 적용 절차 확정적 만약 기금 지원 기금 지원 금융 출자 지원 출연 3차 추경 필요 판단 대책 마련 재원 대응 필요 재정 지원 방안 검토 가능 원화 수요 외평 기금 12조 반영 환율 수요 공자 기금 2조 8000억 일반 회계 여유 과거 공자 기금 기금 부족 재원 저수지 공자 기금 원래 목적 설치 기금 
1100901.202,20200416,중앙일보,김 전 교수,이런 변화에 대비하기 위해 가장 필요한 게 ‘느린 생각(slow thinking)’,변화 대비 필요 생각 slow thinking 
1100901.202,20200416,중앙일보,김상봉 한성대 경제학과 교수,"지난달 1차 추경이 국회를 통과하기도 전 신종 코로나란 ‘변수’가 경제를 강타했다
기업ㆍ국민이 뼈를 깎는 노력을 하는데 정부가 재정을 풀어 돕지 않을 수 없는 상황
코로나 19 사태의 추이를 지켜보며 피해가 큰 서민 등에게 2회 혹은 3회로 나눠 지급하는 게 낫다
그래야 예산을 효율적으로 사용하면서 피해자에게 실질적인 도움이 될 것",지난달 1차 추경 국회 통과 신종 코로나 변수 경제 강타 기업 국민 노력 정부 재정 상황 코로나 사태 추이 피해 서민 2회 3회 지급 예산 효율적 사용 피해자 실질적 도움 
1100901.202,20200416,중앙일보,김원식 건국대 경제학과 교수,"정부 안에 따른 재난지원금 지원 범위도 넓다
당장 전 국민에게 돈을 지급하는 식으로 나랏돈을 풀면 나중에 코로나 19 여파 장기화에 따른 피해에 대응해야 할 때 재정 여력이 사라지게 된다",정부 재난지원금 지원 범위 당장 국민 지급 나랏돈 나중 코로나 여파 장기화 피해 대응 재정 여력 
1100101.202,20200416,경향신문,김일동 국방부 전력 정책관,"이번 추경 관련해서 감액된 선정기준은 일단은 국내 방위사업 육성 및 보호 차원에서 국내 진행되는 사업들은 빠져있고 모두 해외 도입 사업을 중심으로 감액을 했다
이번 감액 추경으로 인해서 어떤 장비의 도입시기가 늦어진다든가 전력화가 지연되는 것은 없다",추경 감액 선정기준 방위 사업 육성 보호 차원 진행 사업들 해외 사업 중심 감액 감액 추경 장비 시기 전력화 지연 
1100901.202,20200416,중앙일보,김정식 연세대 교수,"정부가 처음 고안했던 대로 소득 하위 50%, 피해 지역 계층에 더 많은 지원을 하면 경제적으로는 효과가 더 크다
이론상으로는 그렇지만 총선 상황에서 ‘누구는 주고 누구는 안 준다’는 불만을 의식해 정치적인 결정이 된 것",정부 처음 고안 소득 하위 피해 지역 계층 지원 경제적 효과 이론상 총선 상황 불만 의식 정치적 결정 
1100901.202,20200416,중앙일보,대신,코로나 긴급재난지원금 미리 신청받으라,코로나 긴급재난지원금 신청 
1100901.202,20200416,중앙일보,대전시,앞으로 쓸 수 있는 예산이 부족해 정부 할당액을 모두 시에서 감당할 자신이 없다,예산 부족 정부 할당액 감당 자신 
1100901.202,20200416,중앙일보,대통령 문재인,"방역 관리는 어느 정도 안정적인 단계
코로나19는 머지않아 종식될 것
어떤 미래가 펼쳐지든지 (그것에 맞게) 대응할 수 있는 정책을 고안해야 한다",방역 관리 정도 안정적 단계 코로나19 종식 미래 대응 정책 고안 
1101001.202,20200416,한겨레,대통령 문재인,국회가 2차 추경안을 통과시킬 때까지 기다리지 말고 미리 긴급재난지원금 신청을 받으라,국회 2차 추경안 통과 긴급재난지원금 신청 
1100901.202,20200416,중앙일보,도널드 트럼프 미국 대통령,진단키트 등 방역 물품들을 긴급하게 지원해 달라,진단키트 방역 물품들 긴급 지원 
1100901.202,20200416,중앙일보,미래통합당 김종인,"전국 대학생과 대학원생에게 1인당 100만원의 특별장학금을 주자
민주당의 악성 포퓰리즘에 부화뇌동한다",전국 대학생 대학원생 1인당 100만 특별 장학금 주자 민주당 악성 포퓰리즘 부화뇌동 
1100801.202,20200416,조선일보,민주당,"5월중에 전 국민에게 지급될 수 있는 방안을 추진하겠다
100％ 지급안을 통과시켜 5월 중 전 국민이 받을 수 있도록 할 것",5월 국민 지급 방안 추진 지급안 통과 5월 국민 
1100901.202,20200416,중앙일보,민주당,"코로나19의 비상상황 속에 치르는 선거
기존 면대면 유세 방식에서 탈피한 조용한 선거 방식이 필요하다",코로나19 비상상황 선거 기존 유세 방식 탈피 선거 방식 필요 
1100901.202,20200416,중앙일보,민주당 이낙연,(피해) 사각지대를 챙겨 지원할 수 있는 한 최대한 지원하는 식으로 3차 추경을 준비하겠다,피해 사각지대 지원 최대한 지원 3차 추경 준비 
1100901.202,20200416,중앙일보,민주당 이인영 원내대표,"모든 국민이 가장 빨리 긴급재난지원금을 받을 수 있도록 서두르겠다
총선 전 모든 국민 1인당 50만원씩 주자",국민 긴급재난지원금 총선 국민 1인당 50만 주자 
1100801.202,20200416,조선일보,민주당 이인영 원내대표,"긴급재난지원금은 속도가 생명인 만큼 4월 중에 서둘러 지급할 수 있는 방안을 찾아보겠다
당장 오늘이라도 여야 원내대표가 만날 수 있기를 희망한다. 여야가 뜻을 모아 긴급재난지원금 지급 방안에 통크게 합의할 수 있도록 긴밀히 협의하고 준비하겠다",긴급재난지원금 속도 생명 4월 지급 방안 당장 여야 원내대표 희망 여야 긴급재난지원금 지급 합의 협의 준비 
1100801.202,20200416,조선일보,민주당 이해찬 대표,"당장 국회가 국민께 약속드린 긴급재난지원금을 위한 추가경정예산안을 신속 처리해야 한다
국정의 무거운 책임감을 가져야 한다. 임시국회에서 20대 국회의 유종의 미를 거두게 참여해달라",당장 국회 국민 약속 긴급재난지원금 추가경정예산안 신속 처리 국정 책임감 임시 국회 20대 국회 유종 참여 
1100101.202,20200416,경향신문,민주당 이해찬 대표,"민주당은 더 정신을 바짝 차려야 할 때다
당선된 후보들에게 간곡하게 말씀드린다
국정을 맡은 무거운 책임감을 가져야 한다
더 겸손한 태도로 민심을 살피고 말 한마디에 각별히 조심해야 한다
더 열심히 지역 현안을 공부하고 서민 생활을 챙겨야 한다. 진실하고 성실한 자세를 잃지 말아야 한다
코로나19 극복과 경제위기 대응은 단 한시도 허비할 수 없는 중대한 책무
오늘부터 임시국회가 시작되는데 당장 국회가 국민께 약속드린 긴급재난지원금 추경(추가경정예산 편성)을 신속히 처리해야 한다
현 국회의원들께 간곡히 말씀드린다
선거는 선거, 민생은 민생이다. 국민께 약속한 일은 반드시 처리해야할 책임이 있다. 이번 임시국회에서 20대 국회 유종의 미를 거둘 수 있도록 참여해주기 바란다
민주당은 이제 짐을 한가득 싣고 넓은 바다를 향하는 심정으로 새로운 국회와 새로운 미래를 향해 가겠다
코로나19를 모범적으로 극복하고 서민생계 국가 경제를 위협하는 위기에 선제적으로 대응하겠다
이번 총선에서 주신 표가 헛되이 되지 않도록 더 열심히 진실된 마음으로 일하겠다
유가족 여러분께 깊은 위로의 말씀을 드린다
민주당은 세월호 완전한 진상규명과 책임자 처벌이 이뤄지도록 끝까지 노력을 다하겠다",민주당 정신 당선 후보들 말씀 국정 책임감 겸손 태도 민심 한마디 조심 지역 현안 공부 서민 생활 진실 성실 자세 코로나19 극복 경제위기 대응 한시 허비 중대 책무 임시국회 시작 당장 국회 국민 약속 긴급재난지원금 추경 추가 경정 예산 편성 처리 국회의원들 말씀 선거 선거 민생 민생 국민 약속 처리 책임 임시 국회 20대 국회 유종 참여 민주당 바다 심정 국회 미래 코로나19 모범적 극복 서민 생계 국가 경제 위협 위기 선제적 대응 총선 진실 마음 유가족 위로 말씀 민주당 세월호 완전 진상규명 책임자 처벌 노력 
1100801.202,20200416,조선일보,민주당 조정식 정책위의장,"미래통합당 등 야당도 선거 기간에 '전 국민 지급'에 동의했기 때문에, 원포인트 추경으로 4월에 처리하고 5월에 신속히 지급할 수 있도록 하겠다
국회에서 최대한 빨리 추경안을 처리해 4월 중 본회의에서 처리되기를 희망한다
정부안에 추경 재원을 보면, 국채 발행 없이 전액을 지출 구조조정과 기금재원을 활용해 충당하는 방안을 들고있다
추가 지출 조정이나 국채 발행 등 여러 방안을 종합적으로 감안해서 재정건전성을 크게 훼손하지 않는 범위에서 해결하겠다
심의 과정에서 정부와 충분히 협의를 하겠다
여러 방안을 검토할 수 있다는 의미
코로나19라는 초유의 상황을 해결하기 위해서는 선제적 대응과 정부의 적극적 역할이 필요하다는 것이 우리 당의 기조
우리나라 재정건전성은 OECD 회원국이나 다른 국가에 비해 양호하다. 이런 점들을 감안해서 할 수 있다
방역에서는 세계적 모범 국가로 평가받은 만큼 적극적으로 하고 있지만, 코로나가 세계적인 팬데믹으로 가고 있어 경제파장이 어느정도일지 예상하기 어렵다
이후 상황들을 지속적으로 지켜보면서 향후 3차 추경이 필요하다면 그 역시 검토할 수 있다",미래통합당 야당 선거 기간 국민 지급 동의 원포인트 추경 4월 처리 5월 지급 국회 최대한 추경안 처리 4월 본회의 처리 희망 정부안 추경 재원 국채 발행 전액 지출 구조조정 기금 재원 활용 충당 방안 추가 지출 조정 국채 발행 방안 종합적 감안 재정건전성 훼손 범위 해결 심의 정부 충분히 협의 방안 검토 의미 코로나19 초유 상황 해결 선제적 대응 정부 적극적 역할 필요 기조 우리나라 재정건전성 oecd 회원국 국가 양호 감안 방역 세계적 모범 국가 평가 적극적 코로나 세계적 팬데믹 경제 파장 정도 예상 상황들 지속적 향후 3차 추경 필요 검토 
1101001.202,20200416,한겨레,민주당 조정식 정책위의장,"정부는 일단 70% 대상으로 추경안을 제출했지만 민주당은 총선 기간 전 국민 지급을 말했고 야당도 동일한 목소리를 냈다
여야 입장이 일치하는 만큼 원만히 논의하지 않을까 생각한다
정부의 추경 재원이 전액 지출구조조정과 기금지원을 활용하는 방향인데, 추가 지출조정과 국채 발행 등 여러 방안을 감안하면서 논의할 수 있지 않을까 생각한다",정부 대상 추경안 제출 민주당 총선 기간 국민 지급 야당 동일 목소리 여야 입장 일치 논의 생각 정부 추경 재원 전액 지출 구조 조정 기금 지원 활용 방향 추가 지출 조정 국채 발행 방안 감안 논의 생각 
1101001.202,20200416,한겨레,보건복지부 양성일 실장,"재산세 과세표준 9억원은 공시지가 기준으로 약 15억원이며, 시세로는 약 20억~22억원 수준으로 알고 있다
금융소득이 연 2천만원 이상이 되려면, 연 이자율 1.6% 가정시 약 12억5천만원의 예금이 있어야 가능한 소득",재산세 과세표준 9억 공시지가 기준 15억 시세 20억 22억 수준 금융소득 2천만 이자율 가정 12억 5천만 예금 가능 소득 
1100901.202,20200416,중앙일보,보건복지부 양성일 실장,"종부세는 상가 등 상업용 부동산을 과세대상에서 제외해 고액자산가를 분류하는 데 한계가 있고, 개인에게 매기는 세금이라 가구원 간 부동산을 분산해서 소유할 경우 종부세 대상에서 제외되는 경우가 생길 수 있어 가구 단위로 지급하는 재난지원금 기준으로는 부적절하다",종부세 상가 상업용 부동산 과세 대상 제외 고액 자산가 분류 한계 개인 세금 가구원 부동산 분산 소유 종부세 대상 제외 가구 단위 지급 재난지원금 기준 
1100101.202,20200416,경향신문,서울시 관계자,"정부 지원금 지자체 분담률 서울만 7대3 유감
접수 시작 2주 만에 온라인을 통해 60만명, 거동이 불편한 어르신과 장애인을 위한 ‘찾아가는 접수’로 7000여명이 긴급생활비를 신청했다",정부 지원금 지자체 분담률 서울 7대 유감 접수 시작 2주 온라인 60만 거동 불편 어르신 장애인 접수 긴급생활비 신청 
1100901.202,20200416,중앙일보,서울시 관계자,정부와 원만히 협의해 추진하겠다,정부 협의 추진 
1101101.202,20200416,한국일보,서울시 관계자,"그동안 재난긴급생활비로 막대한 예산을 집행해왔다. 정부에 서울도 다른 지자체와 같은 8대2의 분배 비율을 적용해줄 것을 그간 요청했는데 받아들여지지 않아 유감의 뜻을 표했다
하지만 정부와 계속 협의해 원만하게 정부 생활비 지원도 추진해 나가겠다",그동안 재난긴급생활비 예산 집행 정부 서울 지자체 8대 분배 비율 적용 그간 요청 유감 정부 협의 정부 생활비 지원 추진 
1100901.202,20200416,중앙일보,서울시 정진우 복지 기획관,"정부에 8대 2 분담을 요청해왔고 7대 3으로 분담하는 부분에 대해서는 유감의 뜻을 표한 바 있다
서울시는 이미 재난긴급생활비 지급 등 막대한 규모의 시 자체 지원사업을 하고 있다
지난달 30일 접수를 시작한 지 2주 정도 만에 10만여 가구에 재난긴급생활비를 지급했다
서울시 재난긴급생활비 신청에 불편함이 없게 추가 인력을 대거 배치했으며 매우 어려운 작업이지만 정부의 긴급재난지원금 분담을 위해 기존 재원을 재조종하고 있다
시민의 부담을 덜고 침체한 지역경제 활성화에 희망의 마중물이 될 수 있게 하겠다",정부 8대 분담 요청 7대 분담 유감 서울시 재난긴급생활비 지급 규모 자체 지원사업 지난달 30일 접수 시작 2주 정도 10만 가구 재난긴급생활비 지급 서울시 재난긴급생활비 신청 불편 추가 인력 배치 작업 정부 긴급재난지원금 분담 기존 재원 재조종 시민 부담 침체 지역경제 활성화 희망 마중물 
1101101.202,20200416,한국일보,양 실장,"가정폭력, 아동학대 등으로 가구 내 피해자에 대한 보호가 필요한 경우는 피해자를 별도 가구로 보아 지원대상에 포함될 수 있도록 추가 기준을 마련했다",가정폭력 아동학대 피해자 보호 필요 피해자 별도 가구 지원대상 포함 추가 기준 마련 
1100901.202,20200416,중앙일보,옥동석 인천대 교수,"장기 재정 추계를 참고해 예산안도 장기적인 기준을 세워 운용해야 한다
지역구 의원들에 의해 예산이 방만하게 편성되지 않도록 국회 상임위원회별로 예산 총액을 배분하는 시스템도 구축할 필요가 있다",장기 재정 추계 참고 예산안 장기적 기준 운용 지역구 의원들 예산 편성 국회 상임 위원회별 예산 총액 배분 구축 필요 
1100901.202,20200416,중앙일보,윤종인 행안부 차관,추경안이 조속히 의결되어 신속한 지급이 이루어질 수 있도록 국회의 적극적인 협력을 부탁드린다,추경안 의결 신속 지급 국회 적극적 협력 부탁 
1101101.202,20200416,한국일보,윤화섭 안산시장,"코로나19는 사람을 가리지 않으며 외국인 역시 어려움을 겪고 있고 똑같이 힘들게 버텨가고 있다
국적의 취득 여부에 관계없이 지역 내 외국인주민도 우리 안산시민으로 차별과 소외 없이 어려운 시기를 함께 힘을 모아 헤쳐 나가길 희망한다",코로나19 사람 외국인 어려움 국적 취득 여부 지역 외국인 주민 안산 시민 차별 소외 시기 희망 
1100801.202,20200416,조선일보,정부 관계자,"코로나 여파 최소화를 위해 고용 등 추가적인 대책을 마련하기 위해서는 추가적인 경기대책을 만들어야 한다
이 과정에서 여당의 요구를 반영하는 논의를 할 수 있을 것",코로나 여파 최소화 고용 추가적 대책 마련 추가적 경기대책 여당 요구 반영 논의 
